Career_ID,Career_Title,Career_Family,Level,Career_DNA_Primary,Career_DNA_Match_Score,Starting_Salary_Min_INR,Starting_Salary_Max_INR,Remote_Work_Score,Work_Life_Balance_Score,Job_Satisfaction_Score,Market_Demand_2026,Growth_Rate_Percent,Freelance_Opportunity
WK1857,Sales Operations Analyst,Sales & Business Development,Mid-Level,Phase 1,Generalist,450000,1100000,35,6,7,High,24,Low
WK1858,Sales Enablement Manager,Sales & Business Development,Mid-Level,Phase 1,Generalist,450000,1100000,35,6,7,High,24,Low
WK1859,Partner Success Manager,Sales & Business Development,Mid-Level,Phase 1,Generalist,450000,1100000,35,6,7,High,24,Low
WK1860,Revenue Operations Manager,Sales & Business Development,Mid-Level,Phase 1,Generalist,450000,1100000,35,6,7,High,24,Low
WK1861,Sales Development Representative,Sales & Business Development,Mid-Level,Phase 1,Generalist,450000,1100000,35,6,7,High,24,Low
WK1862,Account Executive SaaS,Sales & Business Development,Mid-Level,Phase 1,Generalist,450000,1100000,35,6,7,High,24,Low
WK1863,Strategic Account Manager,Sales & Business Development,Mid-Level,Phase 1,Generalist,450000,1100000,35,6,7,High,24,Low
WK1864,Structural Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1865,Construction Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1866,Site Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1867,Design Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1868,R&D Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1869,Process Development Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1870,Automation Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1871,Maintenance Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1872,Safety Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1873,Environmental Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1874,Biomedical Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1875,Aerospace Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1876,Marine Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1877,Petroleum Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1878,Mining Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1879,Textile Engineer,Engineering (Non-IT),Mid-Level,Phase 1,Generalist,500000,1200000,25,6,7,High,22,Low
WK1880,Cost Accountant,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1881,Management Accountant,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1882,Forensic Accountant,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1883,Tax Accountant,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1884,Financial Planner,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1885,Wealth Manager,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1886,Risk Manager,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1887,Credit Analyst,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1888,Equity Research Analyst,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1889,Fixed Income Analyst,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1890,Portfolio Manager,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1891,Fund Manager,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1892,FP&A Analyst,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1893,Budget Analyst,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1894,Compliance Analyst,Finance & Accounting,Mid-Level,Phase 1,Generalist,600000,1400000,45,6,7,High,20,Medium
WK1895,Illustrator,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1896,Animator,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1897,Sound Designer,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1898,Music Producer,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1899,Film Editor,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1900,VFX Artist,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1901,Game Artist,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1902,UI Artist,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1903,Concept Artist,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1904,Character Designer,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1905,Environment Artist,Creative Arts & Media,Mid-Level,Phase 1,Generalist,400000,1000000,85,8,9,High,26,High
WK1906,Assistant Professor,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1907,Associate Professor,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1908,Dean,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1909,Vice Principal,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1910,Principal,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1911,Educational Administrator,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1912,Academic Director,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1913,Learning and Development Specialist,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1914,Instructional Coach,Education & Training,Senior,Phase 1,Generalist,600000,1500000,40,7,8,High,20,Medium
WK1915,Junior Landscape Architect,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1916,Mid-Level Landscape Architect,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1917,Senior Landscape Architect,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1918,Junior Interior Architect,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1919,Mid-Level Interior Architect,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1920,Senior Interior Architect,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1921,Junior Urban Designer,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1922,Mid-Level Urban Designer,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1923,Senior Urban Designer,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1924,Junior Town Planner,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1925,Mid-Level Town Planner,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1926,Senior Town Planner,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1927,Junior BIM Specialist,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1928,Mid-Level BIM Specialist,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1929,Senior BIM Specialist,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1930,Junior CAD Designer,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1931,Mid-Level CAD Designer,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1932,Senior CAD Designer,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1933,Junior Architectural Draftsman,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1934,Mid-Level Architectural Draftsman,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1935,Senior Architectural Draftsman,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1936,Junior 3D Visualizer,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1937,Mid-Level 3D Visualizer,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1938,Senior 3D Visualizer,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1939,Junior Project Architect,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1940,Mid-Level Project Architect,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1941,Senior Project Architect,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1942,Junior Design Architect,Architecture & Urban Planning,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1943,Mid-Level Design Architect,Architecture & Urban Planning,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1944,Senior Design Architect,Architecture & Urban Planning,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1945,Junior Hotel Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1946,Mid-Level Hotel Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1947,Senior Hotel Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1948,Junior Restaurant Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1949,Mid-Level Restaurant Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1950,Senior Restaurant Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1951,Junior Front Office Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1952,Mid-Level Front Office Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1953,Senior Front Office Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1954,Junior Housekeeping Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1955,Mid-Level Housekeeping Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1956,Senior Housekeeping Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1957,Junior F&B Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1958,Mid-Level F&B Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1959,Senior F&B Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1960,Junior Event Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1961,Mid-Level Event Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1962,Senior Event Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1963,Junior Banquet Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1964,Mid-Level Banquet Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1965,Senior Banquet Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1966,Junior Travel Agent,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1967,Mid-Level Travel Agent,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1968,Senior Travel Agent,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1969,Junior Tour Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1970,Mid-Level Tour Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1971,Senior Tour Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1972,Junior Cruise Director,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1973,Mid-Level Cruise Director,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1974,Senior Cruise Director,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1975,Junior Resort Manager,Hospitality & Tourism,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1976,Mid-Level Resort Manager,Hospitality & Tourism,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1977,Senior Resort Manager,Hospitality & Tourism,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1978,Junior Social Worker,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1979,Mid-Level Social Worker,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1980,Senior Social Worker,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1981,Junior Community Development Officer,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1982,Mid-Level Community Development Officer,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1983,Senior Community Development Officer,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1984,Junior NGO Manager,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1985,Mid-Level NGO Manager,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1986,Senior NGO Manager,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1987,Junior Program Coordinator,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1988,Mid-Level Program Coordinator,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1989,Senior Program Coordinator,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1990,Junior Project Manager NGO,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1991,Mid-Level Project Manager NGO,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1992,Senior Project Manager NGO,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1993,Junior Fundraiser,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1994,Mid-Level Fundraiser,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1995,Senior Fundraiser,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1996,Junior Grant Writer,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK1997,Mid-Level Grant Writer,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK1998,Senior Grant Writer,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK1999,Junior Advocacy Manager,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2000,Mid-Level Advocacy Manager,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2001,Senior Advocacy Manager,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2002,Junior CSR Manager,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2003,Mid-Level CSR Manager,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2004,Senior CSR Manager,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2005,Junior Volunteer Coordinator,Social Work & NGO,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2006,Mid-Level Volunteer Coordinator,Social Work & NGO,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2007,Senior Volunteer Coordinator,Social Work & NGO,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2008,Junior Personal Trainer,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2009,Mid-Level Personal Trainer,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2010,Senior Personal Trainer,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2011,Junior Fitness Coach,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2012,Mid-Level Fitness Coach,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2013,Senior Fitness Coach,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2014,Junior Yoga Instructor,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2015,Mid-Level Yoga Instructor,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2016,Senior Yoga Instructor,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2017,Junior Pilates Instructor,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2018,Mid-Level Pilates Instructor,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2019,Senior Pilates Instructor,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2020,Junior Zumba Instructor,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2021,Mid-Level Zumba Instructor,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2022,Senior Zumba Instructor,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2023,Junior Sports Nutritionist,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2024,Mid-Level Sports Nutritionist,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2025,Senior Sports Nutritionist,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2026,Junior Sports Physiotherapist,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2027,Mid-Level Sports Physiotherapist,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2028,Senior Sports Physiotherapist,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2029,Junior Sports Manager,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2030,Mid-Level Sports Manager,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2031,Senior Sports Manager,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2032,Junior Athletic Director,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2033,Mid-Level Athletic Director,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2034,Senior Athletic Director,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2035,Junior Sports Marketing Manager,Sports & Fitness,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2036,Mid-Level Sports Marketing Manager,Sports & Fitness,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2037,Senior Sports Marketing Manager,Sports & Fitness,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2038,Junior Reporter,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2039,Mid-Level Reporter,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2040,Senior Reporter,Journalism & Media,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2041,Junior News Anchor,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2042,Mid-Level News Anchor,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2043,Senior News Anchor,Journalism & Media,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2044,Junior Video Journalist,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2045,Mid-Level Video Journalist,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2046,Senior Video Journalist,Journalism & Media,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2047,Junior Photojournalist,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2048,Mid-Level Photojournalist,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2049,Senior Photojournalist,Journalism & Media,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2050,Junior Sports Journalist,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2051,Mid-Level Sports Journalist,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2052,Senior Sports Journalist,Journalism & Media,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2053,Junior Political Journalist,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2054,Mid-Level Political Journalist,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2055,Senior Political Journalist,Journalism & Media,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2056,Junior Investigative Journalist,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2057,Mid-Level Investigative Journalist,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2058,Senior Investigative Journalist,Journalism & Media,Senior,Phase 1,Generalist,800000,2000000,30,7,7,High,22,Medium
WK2059,Junior Sub Editor,Journalism & Media,Junior,Phase 1,Generalist,300000,700000,30,7,7,High,22,Medium
WK2060,Mid-Level Sub Editor,Journalism & Media,Mid-Level,Phase 1,Generalist,500000,1200000,30,7,7,High,22,Medium
WK2061,Aerospace Engineer,Engineering (Non-IT),Senior,Phase 2,Specialized,800000,2000000,20,6,8,High,25,Low
WK2062,Astronaut,Engineering (Non-IT),Executive,Phase 2,Specialized,1500000,4000000,0,4,10,Low,5,Very Low
WK2063,Astronomer,Research & Development,Senior,Phase 2,Specialized,600000,1500000,40,7,9,Medium,15,Medium
WK2064,Launch Vehicle Engineer,Engineering (Non-IT),Senior,Phase 2,Specialized,900000,2200000,10,5,8,High,30,Low
WK2065,Payload Engineer,Engineering (Non-IT),Mid-Level,Phase 2,Specialized,700000,1600000,15,6,8,High,28,Low
WK2066,Remote Sensing Scientist,Research & Development,Senior,Phase 2,Specialized,700000,1700000,50,7,8,High,25,Medium
WK2067,Satellite Communication Engineer,Engineering (Non-IT),Senior,Phase 2,Specialized,800000,1900000,30,6,8,High,27,Low
WK2068,Spacecraft Operations Specialist,Engineering (Non-IT),Mid-Level,Phase 2,Specialized,700000,1600000,20,5,8,High,24,Low
WK2069,Space Educator,Education & Training,Mid-Level,Phase 2,Specialized,400000,900000,30,7,9,Medium,20,Medium
WK2070,Space Lawyer,Legal & Compliance,Senior,Phase 2,Specialized,1200000,3000000,60,6,8,Medium,30,Medium
WK2071,Space Medical Doctor,Healthcare & Medicine,Senior,Phase 2,Specialized,1500000,3500000,40,5,9,Medium,28,Low
WK2072,Space Software Engineer,Technology & Software,Senior,Phase 2,Specialized,1200000,2800000,60,6,8,High,30,Low
WK2073,Space Robotics Engineer,Engineering (Non-IT),Senior,Phase 2,Specialized,1000000,2400000,30,6,8,High,32,Low
WK2074,Astrobiology Researcher,Research & Development,Senior,Phase 2,Specialized,700000,1700000,50,7,9,Medium,25,Medium
WK2075,Space Mission Planner,Engineering (Non-IT),Senior,Phase 2,Specialized,900000,2100000,40,6,8,High,27,Low
WK2076,Orbital Mechanics Specialist,Engineering (Non-IT),Senior,Phase 2,Specialized,900000,2200000,40,7,8,High,26,Low
WK2077,Satellite Data Analyst,Data & Analytics,Mid-Level,Phase 2,Specialized,700000,1600000,70,7,8,High,28,Medium
WK2078,Rocket Propulsion Engineer,Engineering (Non-IT),Senior,Phase 2,Specialized,1000000,2400000,20,6,8,High,29,Low
